_id,project_title,project_job_number,bb_encore_clients.name,client_project_number,accreditationISbb_encore_accreditation_typesID,client_contact_1ISbb_encore_client_contactsID,client_contact_2ISbb_encore_client_contactsID,client_contact_3ISbb_encore_client_contactsID,client_contact_4ISbb_encore_client_contactsID,client_contact_preferred_email_recipient_numberNUM,client_contact_email_listISsmallplaintextbox,project_detailISsmallplaintextbox,internal_notesISsmallplaintextbox,external_notesISsmallplaintextbox,feedback_service_commentsISsmallplaintextbox,feedback_continuous_improvementISsmallplaintextbox,feedback_positive_aspectsISsmallplaintextbox,main_supplierISbb_encore_suppliersID,main_supplier_notesISsmallplaintextbox,main_supplier2ISbb_encore_suppliersID,main_supplier2_notesISsmallplaintextbox,main_supplier3ISbb_encore_suppliersID,main_supplier3_notesISsmallplaintextbox,site_address1,site_address2,site_address3,site_city,site_postcode,services_start_date,project_end_date,project_length,project_budget,floor_area_m2NUM,forecast_adjust_percentNUM,Senior_Project_ManagerISbb_encore_client_contactsID,Project_ManagerISbb_encore_client_contactsID,Shell_And_Core_Contractor,Contracts_Manager,Contracts_Manager_Contact_DetailsISsmallplaintextbox,Contracts_Manager_Email_Address,Strip_Out_ProjectYN,Strip_Out_Contractor,Strip_Out_Contact,Strip_Out_Contact_DetailsISsmallplaintextbox,Strip_Out_Contact_Email_Address,Document_Controller,Document_Controller_Contact_DetailsISsmallplaintextbox,Document_Controller_Email_Address,Waste_Contractor,Waste_CoordinatorISbb_usersID_IN_Staff,encore_operations_managerISbb_usersID_IN_Staff,encore_operations_directorISbb_usersID_IN_Staff,considerate_constructor_schemeYN,BREEAM_Assessor,BREEAM_Assessor_AddressISsmallplaintextbox,BREEAM_Assessor_Contact_DetailsISsmallplaintextbox,BREEAM_rating_Target,BREEAM_dashboard_targetNUM,SKA_Assessor,SKA_Assessor_Contact_DetailsISsmallplaintextbox,SKA_rating_Target,PCEA_requiredYN,PCEA_sent_date,waste_min_opt_demolitISLIST_Client_Encore_Both_Other,waste_min_opt_purchISLIST_Client_Encore_Both_Other,waste_min_opt_storageISLIST_Client_Encore_Both_Other,waste_min_opt_handlingISLIST_Client_Encore_Both_Other,waste_min_opt_materialsISLIST_Client_Encore_Both_Other,waste_min_opt_material_suppISLIST_Client_Encore_Both_Other,waste_min_opt_proj_natureISLIST_Client_Encore_Both_Other,remp_additional_pdf01ISfile,override_client_color,procurement_sheetISfile,rate_cardISfile,send_automated_emailsYN,uninvoiced_total_thresholdNUM,non_remp_projectYN,archive_projectYN,_apikey,_deleted,_authorid,_dateadded,_modifierid,_datemodified
62,"Mark Smith personal skip",OVENWL011610,"Overbury Central",,,73,,,,,,,,,,,,157,,,,,,"9 Ravenscroft Road",,,Solihull,"B92 8AH","2016-05-09 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,e2d294a4a125fc84fa9721e0e806cd72,0,9,"2016-05-09 10:58:29",-1,"2016-08-10 10:31:36"
63,"SWAS - Curry's PC World, Edinburgh Corstophine",DSG0015,"DSG Retail Plc (Currys)",,,155,,,,,,,,,,,,188,,,,,,"1-17 Glasgow Road",Corstophine,Edinburgh,"EH12 8HW",,"2016-05-16 00:00:00","2016-05-27 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,6be50f0b6bd057aed4d436ebfd8f297e,0,9,"2016-05-09 13:27:52",-1,"2016-10-26 11:21:50"
64,"Berlin - Curry's PC World, Newcastle Kingston Park",DSG0016,"DSG Retail Plc (Currys)",,,122,165,,,,,,,,,,,97,,,,,,"Kingston Retail Park",,,Newcastle,"NE3 2FP",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,9e487d79430f0e644de6f9ca870cb1aa,0,9,"2016-05-12 16:01:58",-1,"2016-10-24 13:21:55"
65,"SWAS - Curry's PC World, Shrewsbury",DSG0017,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,108,,,,,,"Meole Brace Retail Park",,,Shrewsbury,"SY3 9NB","2016-05-20 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,6a52848d2890990ceeb0e381ad3a3c59,0,9,"2016-05-13 10:06:16",-1,"2016-10-26 11:26:42"
66,Queensgate,PARWH0772003,"Interserve Construction Ltd ( Paragon Div )",1031,,3,26,268,,,,,,,,,,156,,216,,248,,"1 Myrtle Road",Brentwood,,Essex,"CM14 5EG","2016-05-16 00:00:00","2016-08-26 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,c9291748d3b63a4ccdeb4cfb5dc25e78,0,11,"2016-05-13 10:09:12",7,"2016-12-05 09:49:56"
67,Spitalfields,PARWH0772004,"Interserve Construction Ltd ( Paragon Div )",6225,,300,,,,,,"Refurbishment of 22 Corridors on various levels. Works comprise new floor finish, new lighting and decorations.",,,,,,180,,76,,,,"9 Frying Pan Alley",London,,,"E1 7HS","2016-05-16 00:00:00","2017-06-01 00:00:00","28 weeks","£1,446,182.14",7612.00000000,,,,,,,,0,,,,,,,,,,14,15,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,ec214cfc99253837af7557ed12d42469,0,11,"2016-05-13 10:15:51",11,"2017-07-20 14:16:20"
68,"York Place",ART0001,Artez,,,168,215,,,,,,,"Please send all email confirmation to Mike as Kieran no longer has an email address.",,,,112,,205,,257,,"York Place","15-17 york place",,Leeds,"LS1 2EX","2016-05-23 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,9c24158f020f7bacf0c7f6b7c05eade4,0,11,"2016-05-13 10:36:43",7,"2016-12-05 09:49:56"
69,"Berlin - Curry's PC World, Birmingham Highgate",DSG0018,"DSG Retail Plc (Currys)",,,122,170,172,,,,,,,,,,157,,206,,,,"Curry's PC World","Upper Conybere Street",,Birmingham,"B12 0EB","2016-05-20 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,3c2bd8c3be83c51770328a6bdc0fe847,0,9,"2016-05-13 11:11:56",-1,"2016-10-24 13:15:08"
70,"SWAS - Curry's PC World, Halifax",DSG0019,"DSG Retail Plc (Currys)",,,155,,,,,,,,,,,,205,,,,,,"Unit C Charlestown Road",,,Halifax,"HX3 6AB","2016-05-31 00:00:00","2016-06-10 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,fe4deb003ee2aaae692e77587dc62dca,0,9,"2016-05-13 12:47:39",-1,"2016-10-25 15:45:02"
71,"Marriott Fetter Lane",PARWH0772005,"Interserve Construction Ltd ( Paragon Div )",4175,,69,70,,,,,,,,,,,180,,176,,,,"86 Fetter Lane",,,London,"EC4A 1EN","2016-05-19 00:00:00","2016-06-24 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,f2f12d8beba573edf2a3cbc052331dbb,0,11,"2016-05-17 12:22:27",7,"2016-12-05 09:49:56"
72,"SWAS - Carphone Warehouse, Ashford",DSG0020,"DSG Retail Plc (Currys)",,,169,161,,,,,,,,,,,80,,,,,,"Carphone Warehouse","POD A","Ashford Retail Park",Kent,"TN24 0SG","2016-05-23 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,e150df785cc150fcf60a15c9c8105c46,0,9,"2016-05-17 15:25:22",-1,"2016-10-26 11:14:58"
73,"Abbey Road",PARWH0772006,"Interserve Construction Ltd ( Paragon Div )",6216,,347,267,,,,,"New build of steel frame studio space.New build of UKPN substation.Structural modifications to existing studio space and garage to creat new/improve studio facilities.",,,,,,134,,176,,180,,"No 5 Abbey Road","St johns Wood",London,,"NW8 9AY","2016-05-19 00:00:00","2016-12-16 00:00:00","47 Weeks","1,255,000.00",1246.00000000,,,,,,,,0,,,,,,,,"Encore Environment Limited",,14,15,1,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,09e15377f0cfa3ab860b973682eefa06,0,11,"2016-05-18 16:42:56",11,"2017-05-22 16:36:05"
74,"Interserve Construction Ltd (Paragon div) - 1 Poultry",PARWH0772007,"Interserve Construction Ltd ( Paragon Div )",8604,,148,534,535,,,,"Strip out of 5 floors of office space and cat A fit out over all floors.",,,,,,76,,176,,330,,"1 Poultry",,,London,"EC2R 8EJ","2016-06-13 00:00:00","2017-03-23 00:00:00",,"£12,000,000.00",10000.00000000,,,,,,,,0,"Allied Services",Mel,,,,,,"Encore Environment Limited",,14,15,1,,,,,,,,,1,"2017-03-06 00:00:00",Other,Other,Client,Client,Client,Both,Encore,,,,,1,6000.00000000,0,1,4d8e0f38327bf189cbd48f8f10bd0e16,0,11,"2016-05-23 08:56:02",32,"2020-02-04 14:56:23"
75,"SWAS - Curry's PC World, Gateshead Metrocentre",DSG0021,"DSG Retail Plc (Currys)",,,112,,,,,,,,,,,,97,,,,,,"Unit 39/40 The Metrocentre",,,Gateshead,"NE11 9YR","2016-06-06 00:00:00","2016-06-10 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,8a82d23da3dd53cc25adfe4f7bd6a106,0,9,"2016-05-25 12:21:16",-1,"2016-10-26 11:22:19"
76,"Margaret street",PARWH0772008,"Interserve Construction Ltd ( Paragon Div )",5139,,39,4,,,,,,,,,,,153,,,,,,"10 Margaret Street",London,,,"W1W 8RL","2016-05-31 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,5ba24486a7e0c97fb764b413452662bf,0,11,"2016-05-26 11:50:17",7,"2016-12-05 09:49:56"
77,Dartford,PARWH0772009,"Interserve Construction Ltd ( Paragon Div )",,,19,,,,,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,ed3d9aded79e64e1c4745dbd6cfd945e,0,7,"2016-05-26 13:54:22",-1,"2016-08-01 16:34:52"
78,"Berlin - Curry's Manchester Cheetham Hill",DSG0022,"DSG Retail Plc (Currys)","Invoice raised not sent 31/08/2016",,161,173,171,,,,,,"A1, 8YD, �180.00",,,,99,"Mixed and metal skips both 25YD.",198,"8FT.

�30 delivery, �30 rental (one month), �129 disposal, �25 consignment note, �30 for the coffin. Total �244.00",217,"16YD metal= Free skip, then rebate.","Cheetham Hill Retail Park","Elizabeth Street",,Manchester,"M8 8BB","2016-05-31 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,e5dfbd1b93c87dcb0d4058974742bceb,0,7,"2016-05-27 11:38:58",-1,"2016-10-24 13:11:54"
79,"East surrey Hospital",PARWH0772010,"Interserve Construction Ltd ( Paragon Div )",5143,,11,16,,,,,,,,,,,31,"New chapel Depot 01342 835496
elaine.pearce@biffa.co.uk
Contract Number for bookings: 2107790 - mixed 2107791 - plasterboard",,,,,"Canada Avenue",Redhill,,Surrey,"RH1 5RH","2016-06-06 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,910f8ce7065cd5ba72a298676adbf075,0,11,"2016-05-31 15:04:01",7,"2016-12-05 09:49:56"
80,Leytonstone,CAP0003,"Caps Group Limited",,,175,,,,,,,,,,,,180,,,,,,"628 - 632 high Road",,Leytonstone,London,"E11 3DA","2016-06-03 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,b406d464f18bb8f1756080daba1a0425,0,11,"2016-05-31 16:33:01",7,"2016-12-05 09:49:56"
81,"Berlin - Curry's PC World, Preston Deepdale",DSG0023,"DSG Retail Plc (Currys)",,,108,109,,,,,,,,,,,95,,96,"Doing the 8YD hardcore skip- cost of �125 as quoted by Allison 21/06/2016. Our cost �230.00",,,"Curry's PC World","Unit A Deepdale Park","Blackpool Road",Preston,"PR1 6AF","2016-06-16 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,60061c57caefac78dab44b0af7e9dac7,0,9,"2016-06-02 14:16:48",-1,"2016-10-24 13:24:01"
82,"Cotton Traders, Wilton",CAP0004,"Caps Group Limited",,,177,,,,,,,,,,,,208,,,,,,"Cotton Traders","Unit 13 Wilton Shopping Centre","King Street",Wilton,"SP2 0RS","2016-06-07 00:00:00","2016-06-17 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,bb2a7416581b8616d915916254bccb2b,0,9,"2016-06-06 14:52:06",7,"2016-12-05 09:49:56"
83,"Berlin - PC World, Wednesbury J9",DSG0024,"DSG Retail Plc (Currys)",,,122,123,,,,,,,"JONES WILL ONLY WEIGH RORO'S- IF BOOKING A SMALLER SKIP MUST CONFIRM IN WRITING THAT WE WILL RECEIVE A WEIGHBRIDGE TICKET, OTHERWISE BOOK WITH SOMEONE ELSE AS DIXONS WILL NOT PAY!!!!",,,,206,"JONES WILL ONLY WEIGH RORO'S- IF BOOKING A SMALLER SKIP MUST CONFIRM IN WRITING THAT WE WILL RECEIVE A WEIGHBRIDGE TICKET, OTHERWISE BOOK WITH SOMEONE ELSE AS DIXONS WILL NOT PAY!!!!",,,,,,"PC World","Gallagher Retail Park",Wednesbury,"WS10 9QY","2016-06-13 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,b31225ec4698ca532a418a910c385a32,0,9,"2016-06-07 10:55:00",-1,"2016-10-26 10:45:36"
84,"Collins- Victoria Street, Level 4",COLWIN0605,"Collins Construction Ltd",,,92,,,,,,,,,,,,153,,,,,,"100 Victoria Street",,,London,"SW1E 5JL","2016-06-13 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,334f19b014d8a55d9f4a58822e73615b,0,11,"2016-06-09 11:14:19",7,"2017-01-16 08:59:02"
85,"SWAS - Curry's PC World, Sheffield Drakehouse",DSG0025,"DSG Retail Plc (Currys)",,,112,,,,,,,,,,,,38,,,,,,"Curry's PC World","Unit 8 Drakehouse Retail Park",Waterthorpe,Sheffield,"S20 7JJ","2016-06-13 00:00:00","2016-06-17 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,0823fd9fa9f3dee2a66de04a7b606138,0,9,"2016-06-13 07:30:36",-1,"2016-10-26 11:25:12"
86,"CI - Curry's PC World, Northampton Nene Valley",DSG0026,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,47,,,,,,"Curry's PC World","Unit 4A, Nene Valley Retail Park",,Northampton,"NN1 1ET","2016-06-20 00:00:00","2016-06-29 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,b6dfc3c5941d8231fbe2536c29a1d989,0,9,"2016-06-13 10:03:50",-1,"2016-10-26 11:06:54"
87,"Airwave Rugby",ARE0002,Area,,,180,,,,,,,,,,,,211,,,,,,"Airwave Solutions","Airwave Rugby centre, 2 Bailey Road","Central Park",Rugby,"CV23 0PD","2016-06-22 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,f64569847f3837f141f8cfbd78bacec1,0,11,"2016-06-14 11:54:14",7,"2016-12-05 09:49:56"
88,"SWAS - Curry's PC World, Wrexham",DSG0027,"DSG Retail Plc (Currys)",,,112,,,,,,,,,,,,108,,,,,,"Curry's PC World, Unit E, Plas Coch Retail Park",Clwyd,,Wrexham,"LL11 2BA","2016-06-24 00:00:00","2016-07-13 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,c587b1e0933047a0ef7d4ca5c8a47e8d,0,9,"2016-06-15 10:22:14",-1,"2016-10-26 11:28:48"
89,"Berlin - Curry's Wednesbury J9",DSG0028,"DSG Retail Plc (Currys)",,,122,123,165,,,,,,"**IGNORE TOTAL ON EE, AS IT IS INCORRECT, IF YOU NEED TOTAL OF SERVICES, LOOK AT FINAL REPORT SUMMARY.**

JONES WILL ONLY WEIGH RORO'S- IF BOOKING A SMALLER SKIP MUST CONFIRM IN WRITING THAT WE WILL RECEIVE A WEIGHBRIDGE TICKET, OTHERWISE BOOK WITH SOMEONE ELSE AS DIXONS WILL NOT PAY!!!!",,,,206,"JONES WILL ONLY WEIGH RORO'S- IF BOOKING A SMALLER SKIP MUST CONFIRM IN WRITING THAT WE WILL RECEIVE A WEIGHBRIDGE TICKET, OTHERWISE BOOK WITH SOMEONE ELSE AS DIXONS WILL NOT PAY!!!!
40YD, mixed= £100 Transport, £113 per T. Min 3T.
40YD, plasterboard= £115 per tonne, £100 transport. Min 3T.
40YD metal= £100 transport, no rebate.
20YD hard-core= £250 all in, irrespective of tonnage.",213,,,,,Curry's,"Gallagher Retail Park",Wednesbury,"WS10 9QY",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,120000.00000000,0,1,e068b1373d622a3e79643bb85a23160a,0,9,"2016-06-17 12:02:50",9,"2016-12-19 15:46:39"
90,"CI - Curry's PC World, Leeds Crown Point",DSG0029,"DSG Retail Plc (Currys)",,,155,,,,,,,,,,,,205,"40YD- �85 transport, �90 per T. Minimum 3T.",,,,,"Unit 7 Crown Point Retail Park",,,Leeds,"LS10 1ET","2016-06-24 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,d4599c84cf3aa293dee9cd1b8447e297,0,9,"2016-06-21 14:01:12",-1,"2016-10-26 11:06:30"
91,"SG Bishops Sq",PARBS0780,"Interserve Construction Ltd ( Paragon Div )",6205,,17,7,243,,,,,,,,,,176,,,,,,"10 Bishops sq",,,London,"E1 6EG",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,500.00000000,0,1,25baaf893e43d2130f845fe548b598b0,0,1,"2016-06-21 17:59:39",11,"2017-11-07 14:17:12"
92,"BT Baynard House",PARBT0988,"Interserve Construction Ltd ( Paragon Div )",6213,,184,218,,,,,,,,,,,180,,76,,176,,"135 Queen Victoria Street",London,,,"EC4V 4AA","2015-10-19 00:00:00","2016-01-29 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,4e9f46b784c110708fa4b6f34d4d4465,0,1,"2016-06-21 17:59:39",-1,"2016-08-01 16:34:22"
93,"Capital Tower",PARWH0771001,"Interserve Construction Ltd ( Paragon Div )",3204,,380,,,,,,"Reconfigure existing reception area, new retail units, gym, roof terrace and fit out 2 office floors.",,,,,,134,,176,,180,,"Capital Tower","91 Waterloo Road",london,,"SE1 8RT","2016-04-19 00:00:00","2017-05-02 00:00:00","12 months","£1,750,000.00",0.00000000,,,,,,,,0,"DBS Contractors",,,,,,,"Encore Environment Limited",,14,15,1,,,,,,,,,0,,Other,Other,Client,Client,Client,Both,Encore,,,,,1,2000.00000000,1,1,e22ab03f2e8be978b7562edf2348d4ea,0,1,"2016-06-21 17:59:39",11,"2017-07-20 14:22:17"
94,Chelmsford,PRT146,"One Hundred Partnership",,,186,,,,,,,,,,,,156,,,,,,"Birkett Long","Faviell House",Parkway,Chelmsford,"CM1 1WZ","2016-03-25 00:00:00","2016-04-29 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,3abf31aa59f3896cc009a8174718b5d7,0,1,"2016-06-21 17:59:39",7,"2016-12-05 09:49:56"
95,"Central England Cooperative",OVETCL011507,"Overbury Central",,,187,220,,,,,,,,,,,77,,,,,,"Central England Cooperative","Hermes Road",Litchfield,,"WS13 6RH","2016-01-12 00:00:00","2016-06-30 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,c8add6fd4fec88cc843e738b8b1d3ab1,0,1,"2016-06-21 17:59:39",-1,"2016-08-10 10:30:27"
96,Masthead,PARDAR0316105,"Interserve Construction Ltd ( Paragon Div )",1025,,188,221,244,,,,,,,,,,129,,,,,,"Unit 10","Capstan Court","Crossways Business Park",Dartford,"DA2 6QF","2016-03-11 00:00:00","2016-04-25 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,5a6bdd315582a4dadf2281b9c208af93,0,1,"2016-06-21 17:59:39",-1,"2016-08-01 16:39:03"
97,"DTC Belvedere",PARDTC0316102,"Interserve Construction Ltd ( Paragon Div )",1028,,189,222,,,,,,,,,,,180,,,,,,"DTC Belvedere","33 Woolwich Road",,,"DA17 5EE","2016-03-02 00:00:00","2016-04-12 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,5f6d9d3aae0aff9b3aff0cc7bcd4f7f7,0,1,"2016-06-21 17:59:39",-1,"2016-08-01 16:35:23"
99,"KIA Chiswick",PARKIA0881,"Interserve Construction Ltd ( Paragon Div )",4167,,66,13,,,,,,,,,,,78,,94,,176,,"963 Great West Road",Brentford,Middlesex,,"TW8 9FX","2015-09-01 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,e46d2c3a67c3882e1077a8988c33d9fb,0,1,"2016-06-21 17:59:39",-1,"2016-10-06 13:49:10"
100,"Interserve- NHS, Basildon",INTNHS0316602,"Interserve Construction",BAR1543,,203,232,,,,,,,"Site must have an enclosed skip unless site contact specifies otherwise.
Site have a 16YD from Kartaway on site currently as they have no 12YD enclosed in stock, when booking exchanges, check first if they have any 12YD enclosed in stock first and if so, put a 12YD in and take the 16YD out.",,,,226,"12YD enclosed, mixed= £285.00
16YD enclosed, mixed= £345.00",15,"12YD enclosed, mixed= £75 transport, £110 per T. Min 1T.",,,NHS,"Swinborne Road","Burnt Mills Ind. Estate",Basildon,"SS13 1LW.","2016-03-03 00:00:00","2016-08-03 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,8ea4349e45ffdc755a11a8e3688d4877,0,1,"2016-06-21 17:59:39",7,"2016-12-05 09:49:56"
101,Ringmer,ONE001,"One Hundred Partnership",,,207,236,250,253,,,,,,,,,203,,,,,,"East Sussex Highways","The Broyle",Ringmer,Lewes,"BN8 5NP","2016-04-20 00:00:00","2016-06-10 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,b34b83b71e54d279ed95b2a9c685b187,0,1,"2016-06-21 17:59:39",7,"2016-12-05 09:49:56"
102,"SG House",PARSGH0555,"Interserve Construction Ltd ( Paragon Div )",6207,,7,237,251,,,,,,,,,,76,,180,,176,,"41 Tower Hill",,London,,"EC3N 4SG","2015-06-02 00:00:00","2015-12-30 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,3a5ee1be752e445b4ad199372c82ae9b,0,1,"2016-06-21 17:59:39",11,"2017-05-18 15:11:39"
103,"The Shard",PARTS011699,"Interserve Construction Ltd ( Paragon Div )",4168,,211,,,,,,,,,,,,180,,76,,,,"The Shard","32 London Bridge Street",London,,"SE1 9SG","2016-01-21 00:00:00","2016-02-15 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,1c2e49466a914dc3c5fb44aed06e3451,0,1,"2016-06-21 17:59:39",-1,"2016-08-01 16:40:18"
104,"Virgin Active Clapham",PARWH0772011,"Interserve Construction Ltd ( Paragon Div )",1036,,20,254,,,,,,,,,,,180,,78,,231,,"4-20 North Street",Clapham,,London,"SW4 0HG","2016-06-27 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,70bed6ab18299bbcf486282949110a1c,0,11,"2016-06-22 12:10:49",7,"2016-12-05 09:49:56"
105,"BMW Oxford",PARWH0772012,"Interserve Construction Ltd ( Paragon Div )",7153,,363,305,,,,,,,,,,,87,,222,,,,"Gate 6 Mini Plant",Cowley,,Oxford,"OX4 6NL","2016-06-24 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,500.00000000,0,1,61054131d303e35accb4c9745deb1b5c,0,11,"2016-06-23 12:14:20",11,"2017-07-20 14:17:47"
106,"Interserve Construction Ltd (Paragon div) - Bear Gardens",PARWH0772013,"Interserve Construction Ltd ( Paragon Div )",7143,4,21,583,,,1.00000000,,"Fit out works to the aparthotel at Bear gardens. The building comprises basement level and ground to seventh floors and 5no units with reception, lounge and sports room. The mechanical, electrical and public health works cover the fit out works for the entire building.",,"Compactors - GEW, GBN
Cages - Westminster Waste, City Waste London.",,,,395,,330,,,,"1 Bear Gardens","1-2 Rose Alley",,London,"SE1 9ED","2016-07-04 00:00:00","2017-05-31 00:00:00","14 months","£7,375,000.00",2830.00000000,,,,"Prime Construction","Mel Wright","07876 861659",mel.wright@prime-construction.co.uk,0,,,,,,,,"Encore Environment Limited",,14,15,1,,,,,,,,,1,,Other,Other,Client,Client,Client,Both,Encore,portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/106/Photos.pdf,,,,1,5000.00000000,0,1,c9a78b5791e0f0ae1fa30e91c0bd129f,0,11,"2016-06-27 10:11:41",9,"2019-07-23 13:01:29"
107,"Overbury- Lakeside House",OVETCL011508,"Overbury Central",,,256,273,,,,,,,,,,,214,"12YD enclosed, mixed= £251.
Pay for service over the phone as we don't have an account.",121,"12YD enclosed, mixed= £255.00.
8YD enclosed mixed= £175.00.",,,"Lakeside House","The Lakes","Bedford Road",Northampton,"NN4 7HD","2016-06-29 00:00:00","2016-08-17 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,5294b59b9280b6d098e68c67c7a29eb5,0,9,"2016-06-27 14:03:58",7,"2016-12-05 09:49:56"
